"id","geboorteplaats","overlijdensplaats","soort_instelling","naam","voornamen","roepnaam","geboortedatum","overlijdensdatum","biografie","is_persoon","toon_op_site","rechtenvrij","tussenvoegsels","unique_number","reference","app_state","datum_gewijzigd","gewijzigd_door"
"5252",NULL,NULL,NULL,"Meeuwissen","Marc",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-28","Bernadine Ypma"
"5253",NULL,NULL,"327","Staatsbosbeheer",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5254",NULL,NULL,"327","Stichting Kunst en Natuur",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5255",NULL,NULL,NULL,"Setola","Bruno",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-28","Bernadine Ypma"
"5256",NULL,NULL,"327","KNGB",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5257",NULL,NULL,NULL,"Raue","Heleen",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-28","Bernadine Ypma"
"5258",NULL,NULL,NULL,"Klarenberg","Cees",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-28","Bernadine Ypma"
"5259",NULL,NULL,NULL,"Suchtelen van de Haare","David",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-07-28","Bernadine Ypma"
"5260",NULL,NULL,NULL,"Janssen","Petra",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-28","Bernadine Ypma"
"5262",NULL,NULL,"327","Stichting 750-jaar Den Haag",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5263",NULL,NULL,"65","Edauw + Johannissen",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5264",NULL,NULL,"327","Philips home interactive systems, inc.",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5265",NULL,NULL,"327","European Illustration",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5266",NULL,NULL,"65","Offsetdrukkerij Limburgs Dagblad",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-07-28","Bernadine Ypma"
"5267",NULL,NULL,NULL,"Hanhof","Erik",,"0000-00-00","0000-00-00",,"1","1","1","olde",,,"1","2009-07-28","Bernadine Ypma"
"5268",NULL,NULL,NULL,"Grummer","Frans",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-07-30","Bernadine Ypma"
"5269",NULL,NULL,NULL,"Gog","Truus",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-07-30","Mariska Rijsdijk"
"5270",NULL,NULL,"327","Post Danmark",NULL,NULL,NULL,NULL,"<p>Postbedrijf van Denemarken</p>",NULL,"1","1",NULL,,,"1","2009-08-03","Bernadine Ypma"
"5271",NULL,NULL,"65","Marabu inkten",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-03","Bernadine Ypma"
"5272",NULL,NULL,"65","De Lithobazen",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-03","Bernadine Ypma"
"5273",NULL,NULL,NULL,"Biolchini","Clarissa",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-08-06","Mariska Rijsdijk"
"5274",NULL,NULL,"65","Artifex",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-06","Bernadine Ypma"
"5275",NULL,NULL,"327","Zanders",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-06","Bernadine Ypma"
"5276",NULL,NULL,"360","Kunstuitleen 't Gooi",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-06","Bernadine Ypma"
"5277",NULL,NULL,"327","Asko Ensemble/ Schönberg Ensemble",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-13","Mariska Rijsdijk"
"5278",NULL,NULL,"327","Stadsschouwburg Utrecht",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-14","Maja Klooster"
"5282",NULL,NULL,"314","Wissing, Kowalke, Stegmeyer, Stienstra designers, Amsterdam (WKSS)",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2010-01-05","Maja Klooster"
"5283",NULL,NULL,"86","Martinus Nijhoff uitgevers",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-20","Mariska Rijsdijk"
"5284",NULL,NULL,NULL,"Beukers","Haico",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-08-26","Bernadine Ypma"
"5285",NULL,NULL,NULL,"Deursen","Linda",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-08-27","Bernadine Ypma"
"5286",NULL,NULL,NULL,"Marszatek","Grzegors",,"1946-12-10","0000-00-00","<p>Hij studeerde in Poznan, Warschau en Parijs en assiteerde de Poolse ontwerper Waldemar Swierzy. </p>","1","1","1",,,,"1","2009-08-27","Bernadine Ypma"
"5287",NULL,NULL,NULL,"Glas","G.A.",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-08-27","Bernadine Ypma"
"5288",NULL,NULL,NULL,"Nieuwenhuijs","W.",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-08-27","Bernadine Ypma"
"5289",NULL,NULL,NULL,"Schuring","Lenoir",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-08-27","Bernadine Ypma"
"5290",NULL,NULL,"323","Delcour bv",NULL,NULL,NULL,NULL,"<p>Hilversum</p>",NULL,"1","1",NULL,,,"1","2009-08-27","Bernadine Ypma"
"5291",NULL,NULL,"321","Stedelijk Museum De Lakenhal",NULL,NULL,NULL,NULL,"<p>Leiden</p>",NULL,"1","1",NULL,,,"1","2009-08-28","Maja Klooster"
"5292",NULL,NULL,"327","Vereniging Oud Leiden",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-28","Maja Klooster"
"5293",NULL,NULL,"327","Nutsacademie, Rotterdam",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-08-28","Maja Klooster"
"5294",NULL,NULL,NULL,"Houweling","Marjolein",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-09-02","Bernadine Ypma"
"5295",NULL,NULL,"314","Attic Creatief",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-09-02","Bernadine Ypma"
"5296",NULL,NULL,NULL,"Son","Kees",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-09-02","Bernadine Ypma"
"5297",NULL,NULL,NULL,"Walvisch","Edwin",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-09-02","Bernadine Ypma"
"5298",NULL,NULL,"327","Cesky telecom",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-09-17","Bernadine Ypma"
"5300",NULL,NULL,NULL,"Tracquilio","Vincent",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-09-17","Bernadine Ypma"
"5301",NULL,NULL,NULL,"Arnold","Hans",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-09-17","Bernadine Ypma"
"5302",NULL,NULL,"327","Koninklijke Nederlandse Voetbal Bond KNVB",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-09-17","Bernadine Ypma"
"5303",NULL,NULL,NULL,"Lier","Migiel",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-09-28","Bernadine Ypma"
"5304",NULL,NULL,NULL,"Landt","Elly",,"0000-00-00","0000-00-00",,"1","1","1","op 't",,,"1","2009-09-29","Bernadine Ypma"
"5305",NULL,NULL,"65","Econ print &amp; communication BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-12-09","Linda Kool"
"5306",NULL,NULL,"327","NCRV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-01","Bernadine Ypma"
"5307",NULL,NULL,"327","Noury &amp; van der Lande",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-05","Bernadine Ypma"
"5308",NULL,NULL,NULL,"Bruyn Kops","C.J.",,"0000-00-00","0000-00-00",,"1","1","1","de",,,"1","2009-10-05","Bernadine Ypma"
"5309",NULL,NULL,NULL,"Schwartz","Gary",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-05","Bernadine Ypma"
"5310",NULL,NULL,"65","De Koningh",NULL,NULL,NULL,NULL,"<p>Den Haag</p>",NULL,"1","1",NULL,,,"1","2009-10-05","Bernadine Ypma"
"5311",NULL,NULL,NULL,"Schatborn","Peter",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-05","Bernadine Ypma"
"5312",NULL,NULL,"65","Drukkerij Giethoorn",NULL,NULL,NULL,NULL,"<p>Meppel</p>",NULL,"1","1",NULL,,,"1","2009-10-06","Bernadine Ypma"
"5313",NULL,NULL,NULL,"Gorman","Brad",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-08","Kiko Luijten"
"5314",NULL,NULL,"65","Blondé sa. NV",NULL,NULL,NULL,NULL,"<p>Belgische drukkerij</p>",NULL,"1","1",NULL,,,"1","2009-10-08","Kiko Luijten"
"5315",NULL,NULL,"65","Borghouts",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-09","Maja Klooster"
"5316",NULL,NULL,NULL,"Kuile","Onno",,"0000-00-00","0000-00-00",,"1","1","1","ter",,,"1","2009-10-12","Bernadine Ypma"
"5317",NULL,NULL,NULL,"Blaauwen","A.L.",,"0000-00-00","0000-00-00",,"1","1","1","den",,,"1","2009-10-12","Bernadine Ypma"
"5318",NULL,NULL,"65","Stolwijk",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-12","Bernadine Ypma"
"5319",NULL,NULL,NULL,"Ruitenbeek","Klaas",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-12","Bernadine Ypma"
"5320",NULL,NULL,"323","Abbringh BV",NULL,NULL,NULL,NULL,"<p>Groningen</p>",NULL,"1","1",NULL,,,"1","2009-10-12","Bernadine Ypma"
"5321",NULL,NULL,"65","Drukkerij Banda",NULL,NULL,NULL,NULL,"<p>Kollum</p>",NULL,"1","1",NULL,,,"1","2009-10-12","Bernadine Ypma"
"5322",NULL,NULL,"327","Stichting Haagse Salon",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-12","Linda Kool"
"5323",NULL,NULL,"327","Arctisch Centrum, Rijksuniversiteit Groningen",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-12","Bernadine Ypma"
"5324",NULL,NULL,"327","Gran Dorado Group",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-12","Linda Kool"
"5325",NULL,NULL,NULL,"Hulskes","José",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-13","Linda Kool"
"5326",NULL,NULL,NULL,"Tex","Ursula",,"0000-00-00","0000-00-00",,"1","1","1","den",,,"1","2009-10-13","Bernadine Ypma"
"5328",NULL,NULL,"320","Bijzondere Collecties",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-13","Bernadine Ypma"
"5329",NULL,NULL,"65","Sdu NV Den Haag",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-14","Linda Kool"
"5330",NULL,NULL,NULL,"Schinkel","Freddie",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-14","Linda Kool"
"5331",NULL,NULL,NULL,"Kalkman","Felix",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-14","Linda Kool"
"5332",NULL,NULL,"327","Inspectie van het Onderwijs",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-14","Linda Kool"
"5333",NULL,NULL,NULL,"Grol","Joost",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-14","Linda Kool"
"5334",NULL,NULL,NULL,"Blauw","Willem",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-14","Linda Kool"
"5335",NULL,NULL,"327","Instituut voor Informatierecht (IViR)",NULL,NULL,NULL,NULL,"<p></p><p>Onderdeel van de Universiteit van Amsterdam</p><p></p>",NULL,"1","1",NULL,,,"1","2010-06-23","Linda Kool"
"5336",NULL,NULL,NULL,"Thijssen","Marcel",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-15","Linda Kool"
"5337",NULL,NULL,NULL,"Werf","Joan",,"0000-00-00","0000-00-00",,"1","1","1","van der",,,"1","2009-10-15","Linda Kool"
"5338",NULL,NULL,"65","Drukkerij Sonneveld",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-15","Linda Kool"
"5341",NULL,NULL,"327","Stichting PANL",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-15","Mariska Rijsdijk"
"5342",NULL,NULL,NULL,"Easter","Bill",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-15","Kiko Luijten"
"5343",NULL,NULL,"327","Haasnoot",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-15","Linda Kool"
"5344",NULL,NULL,"314","Van der Eerden/Wennekendonk",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-19","Linda Kool"
"5345",NULL,NULL,"327","Stichting Maatschappij en Onderneming SMO",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-19","Linda Kool"
"5346",NULL,NULL,NULL,"Sloots","Marcel",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-19","Linda Kool"
"5348",NULL,NULL,NULL,"Shields","David",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-19","Linda Kool"
"5349",NULL,NULL,"327","Paul Steenhuisen Copy",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-19","Linda Kool"
"5350",NULL,NULL,"327","Atlas Venture Beheer BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-19","Linda Kool"
"5351",NULL,NULL,"327","Stichting Bureau Architectenregister SBA",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-19","Linda Kool"
"5352",NULL,NULL,NULL,"Bekkers","Alfred",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-20","Bernadine Ypma"
"5353",NULL,NULL,NULL,"LauwÃ©","Harmine",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-20","Kiko Luijten"
"5354",NULL,NULL,NULL,"Gleijm","Rieme",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-21","Linda Kool"
"5355",NULL,NULL,NULL,"Sok","Pan",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-21","Linda Kool"
"5356",NULL,NULL,"327","Bosch Slabbers tuin- en landschapsarchitecten",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-21","Kiko Luijten"
"5357",NULL,NULL,NULL,"Velzen","Leo",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-10-21","Linda Kool"
"5358",NULL,NULL,NULL,"Fuchs","Andrea",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-22","Linda Kool"
"5359",NULL,NULL,"327","Meervaart Theater en Congrescentrum",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Mariska Rijsdijk"
"5360",NULL,NULL,NULL,"Corbijn","Maarten",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-22","Linda Kool"
"5361",NULL,NULL,NULL,"Hannaart","Fiona",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-22","Bernadine Ypma"
"5362",NULL,NULL,NULL,"Boon","Adri",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-22","Bernadine Ypma"
"5363",NULL,NULL,NULL,"Koldeweij","Hendrik Jan",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-22","Bernadine Ypma"
"5364",NULL,NULL,"323","BERT Bouw en Renovatie Trajecten",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Kiko Luijten"
"5365",NULL,NULL,"327","Quist Wintermans Architekten BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Bernadine Ypma"
"5366",NULL,NULL,"327","Bayer Leverkusen",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Kiko Luijten"
"5367",NULL,NULL,NULL,"Bokhoven","Marc",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-11-05","Linda Kool"
"5370",NULL,NULL,NULL,"Vries","Nico",,"0000-00-00","0000-00-00",,"1","1","1","de",,,"1","2009-10-22","Bernadine Ypma"
"5371",NULL,NULL,NULL,"Koolwijk","Reijn",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-10-22","Linda Kool"
"5372",NULL,NULL,"327","Stichting Internationale Affiche Galerij",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Kiko Luijten"
"5373",NULL,NULL,"65","Lifoka Repro",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-22","Bernadine Ypma"
"5374",NULL,NULL,NULL,"Tagawa","Kayo",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-23","Kiko Luijten"
"5375",NULL,NULL,NULL,"Lednicka","Zuzana",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-23","Kiko Luijten"
"5376",NULL,NULL,"327","Aegon",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-23","Kiko Luijten"
"5377",NULL,NULL,NULL,"Zeilstra","Mark",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-23","Kiko Luijten"
"5378",NULL,NULL,NULL,"Haye","Ingrid",,"0000-00-00","0000-00-00",,"1","1","1","de la",,,"1","2009-10-26","Linda Kool"
"5379",NULL,NULL,NULL,"Koscielniak","Cyprian",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-26","Linda Kool"
"5381",NULL,NULL,NULL,"Jonge","Wim",,"0000-00-00","0000-00-00",,"1","1","1","de",,,"1","2009-10-27","Linda Kool"
"5382",NULL,NULL,"327","Stichting Nederlands Interdisciplinair Demografisch Instituut NiDi",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-27","Linda Kool"
"5384",NULL,NULL,NULL,"Bronsema","Harry",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-27","Linda Kool"
"5385",NULL,NULL,NULL,"Swart","Saskia",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-27","Linda Kool"
"5386",NULL,NULL,"327","Sociale Verzekeringsbank SVB",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-27","Linda Kool"
"5387",NULL,NULL,NULL,"Bouwman","G.",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-27","Bernadine Ypma"
"5388",NULL,NULL,"65","Drukkerij Romer BV",NULL,NULL,NULL,NULL,"<p>Schiedam</p>",NULL,"1","1",NULL,,,"1","2009-10-27","Bernadine Ypma"
"5389",NULL,NULL,NULL,"Brandon","E",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-28","Linda Kool"
"5390",NULL,NULL,"327","Nederlandse Omroep Stichting NOS",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Linda Kool"
"5391",NULL,NULL,"327","Nederlands Omroepproduktie Bedrijf NV NOB",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Linda Kool"
"5392",NULL,NULL,"65","Trio Goemans BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Kiko Luijten"
"5394",NULL,NULL,"327","Universiteit Maastricht",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Linda Kool"
"5395",NULL,NULL,NULL,"Gray","Colin",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-28","Kiko Luijten"
"5396",NULL,NULL,"327","Scheer &amp; Sanders Advocaten",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Linda Kool"
"5397",NULL,NULL,"327","Adviesbureau J.P.M. van Santen BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-28","Linda Kool"
"5398",NULL,NULL,NULL,"Dijkstra","Eva",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-28","Kiko Luijten"
"5399",NULL,NULL,NULL,"Duin","Ben",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-10-29","Mariska Rijsdijk"
"5400",NULL,NULL,NULL,"Ausems","Gerard",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5401",NULL,NULL,NULL,"Visscher","Sjors",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5402",NULL,NULL,NULL,"Poppelaars","Herman",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5404",NULL,NULL,NULL,"Heeps","Richard",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5406",NULL,NULL,NULL,"Engelen","Mieke",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-10-29","Bernadine Ypma"
"5407",NULL,NULL,"327","Stichting Praemium Erasmianum",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Mariska Rijsdijk"
"5408",NULL,NULL,"327","Triad Stage Alliance",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Mariska Rijsdijk"
"5409",NULL,NULL,"327","Wang Laboratories Inc.",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Linda Kool"
"5410",NULL,NULL,NULL,"Avedon","Richard",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5411",NULL,NULL,NULL,"Hope-Caten","Toni",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5412",NULL,NULL,"327","Royal Volker Stevin NV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Linda Kool"
"5414",NULL,NULL,NULL,"Vermulst","Ellemieke",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Mariska Rijsdijk"
"5415",NULL,NULL,NULL,"Meevis","Maarten",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-29","Bernadine Ypma"
"5416",NULL,NULL,"327","Fotobureau Meijer",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Bernadine Ypma"
"5417",NULL,NULL,"327","Ziekenhuis St Jansdal",NULL,NULL,NULL,NULL,"<p>Noordwest Veluwe</p>",NULL,"1","1",NULL,,,"1","2009-10-29","Bernadine Ypma"
"5418",NULL,NULL,"327","Vereniging Grootbedrijf Bouwnijverheid VGBouw",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Linda Kool"
"5419",NULL,NULL,"65","Drukkerij Twigt BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Linda Kool"
"5420",NULL,NULL,"323","Callenbach BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-29","Kiko Luijten"
"5421",NULL,NULL,NULL,"Leeuwen","Gerard Jan",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-10-29","Linda Kool"
"5423",NULL,NULL,"327","Verschuijl Management Assistance",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-30","Linda Kool"
"5424",NULL,NULL,NULL,"Barrance","Tim",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-10-30","Linda Kool"
"5425",NULL,NULL,"65","Drukkerij Van de Ridder BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-10-30","Linda Kool"
"5427",NULL,NULL,"314","Kontrapunkt A/S",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-11-04","Linda Kool"
"5428",NULL,NULL,"65","Richard Larsen A/S",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-11-04","Linda Kool"
"5429",NULL,NULL,NULL,"Jonge","Ernst",,"0000-00-00","0000-00-00",,"1","1","1","de",,,"1","2009-11-04","Linda Kool"
"5430",NULL,NULL,NULL,"Mandersloot","Aartjan",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-04","Linda Kool"
"5431",NULL,NULL,NULL,"Tol","Jet",,"0000-00-00","0000-00-00",,"1","1","1","van der",,,"1","2009-11-04","Linda Kool"
"5432",NULL,NULL,NULL,"Drummen","Paul",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-04","Linda Kool"
"5433",NULL,NULL,NULL,"Weijde","Ellen",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-04","Linda Kool"
"5434",NULL,NULL,NULL,"Pronk","Janna",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-04","Linda Kool"
"5435",NULL,NULL,NULL,"Arnold","Free",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5436",NULL,NULL,NULL,"Schouwenburg","Nicole",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-11-05","Linda Kool"
"5437",NULL,NULL,NULL,"Eck","Henny",,"0000-00-00","0000-00-00",,"1","1","1","van",,,"1","2009-11-05","Linda Kool"
"5438",NULL,NULL,NULL,"Smits","Jeanne",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5440",NULL,NULL,NULL,"Beekveld","Sandra",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5441",NULL,NULL,NULL,"Mevis","Armand",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5442",NULL,NULL,NULL,"Bergsnov - Hansen","Brita",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5443",NULL,NULL,"65","Gravura BV",NULL,NULL,NULL,NULL,,NULL,"1","1",NULL,,,"1","2009-11-05","Linda Kool"
"5446",NULL,NULL,NULL,"Schrenker","Catherine",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Linda Kool"
"5447",NULL,NULL,NULL,"Verschoor","Wim",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Mariska Rijsdijk"
"5450",NULL,NULL,NULL,"Wessel","Gerard",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Mariska Rijsdijk"
"5451",NULL,NULL,NULL,"Pothoff","Henk",,"0000-00-00","0000-00-00",,"1","1","1",,,,"1","2009-11-05","Mariska Rijsdijk"
