"id","fk_lijsten","fk_object","fk_persoon_instelling","ranking","is_ontwerp"
"85089","25","23709","789",NULL,NULL
"85096","27","23710","5195",NULL,"1"
"85097","27","23710","1700",NULL,"1"
"85098","25","23710","1598",NULL,NULL
"85100","27","23711","1700",NULL,"1"
"85103","27","23712","1700",NULL,"1"
"85107","27","23713","1700",NULL,"1"
"85108","27","23713","1745",NULL,"1"
"85109","25","23713","5312",NULL,NULL
"85113","27","23714","1854",NULL,"1"
"85114","27","23714","1700",NULL,"1"
"85115","25","23714","5001",NULL,NULL
"85122","27","23715","1700",NULL,"1"
"85123","27","23715","5180",NULL,"1"
"85124","25","23715","789",NULL,NULL
"85127","27","23717","5195",NULL,"1"
"85128","27","23717","1700",NULL,"1"
"85129","25","23717","634",NULL,NULL
"85135","27","23720","1700",NULL,"1"
"85136","27","23719","4936",NULL,"1"
"85137","25","23719","4845",NULL,NULL
"85138","84","23719","5043",NULL,NULL
"85139","393","23719","4737",NULL,NULL
"85153","27","23724","1700",NULL,"1"
"85154","27","23722","4936",NULL,"1"
"85155","25","23722","4845",NULL,NULL
"85156","393","23722","4737",NULL,NULL
"85157","27","23721","1700",NULL,"1"
"85158","25","23721","789",NULL,NULL
"85167","27","23728","5180",NULL,"1"
"85168","27","23728","1700",NULL,"1"
"85169","25","23728","789",NULL,NULL
"85170","316","23728","447",NULL,NULL
"85175","27","23731","3900",NULL,"1"
"85176","27","23731","1700",NULL,"1"
"85177","25","23731","789",NULL,NULL
"85182","27","23732","1700",NULL,"1"
"85183","25","23732","1571",NULL,NULL
"85185","27","23737","1700",NULL,"1"
"85207","27","23743","1700",NULL,"1"
"85208","27","23743","5195",NULL,"1"
"85216","27","23692","1700",NULL,"1"
"85218","27","23749","1700",NULL,"1"
"85229","27","23702","5195",NULL,"1"
"85230","27","23702","1700",NULL,"1"
"85231","25","23702","789",NULL,NULL
"85232","27","23704","789",NULL,"1"
"85233","27","23704","1700",NULL,"1"
"85234","27","23725","1700",NULL,"1"
"85237","27","23746","1700",NULL,"1"
"85252","27","23758","1739",NULL,"1"
"85253","27","23758","1700",NULL,"1"
"85254","25","23758","5318",NULL,NULL
"85255","329","23758","5319",NULL,NULL
"85256","27","23756","5195",NULL,"1"
"85257","27","23756","1700",NULL,"1"
"85258","25","23756","5001",NULL,NULL
"85259","85","23756","3754",NULL,NULL
"85260","316","23756","447",NULL,NULL
"85261","329","23756","5316",NULL,NULL
"85262","383","23756","5317",NULL,NULL
"85267","27","23759","1700",NULL,"1"
"85268","25","23759","5321",NULL,NULL
"85269","393","23759","5320",NULL,NULL
"85274","27","23761","5195",NULL,"1"
"85275","27","23761","1700",NULL,"1"
"85276","25","23761","994",NULL,NULL
"85277","27","23763","1700",NULL,"1"
"85289","27","23766","1752",NULL,"1"
"85290","27","23766","1700",NULL,"1"
"85291","25","23766","789",NULL,NULL
"85292","316","23766","180",NULL,NULL
"85293","316","23766","1747",NULL,NULL
"85302","27","23770","1700",NULL,"1"
"85307","27","23772","1700",NULL,"1"
"85308","25","23772","4845",NULL,NULL
"85331","27","23776","5195",NULL,"1"
"85332","27","23776","1700",NULL,"1"
"85333","25","23776","5001",NULL,NULL
"85334","333","23776","5257",NULL,NULL
"85341","27","23775","1700",NULL,"1"
"85342","27","23775","1745",NULL,"1"
"85343","25","23775","1754",NULL,NULL
"85344","316","23775","1747",NULL,NULL
"85350","27","23779","1752",NULL,"1"
"85351","27","23779","1700",NULL,"1"
"85352","329","23779","5326",NULL,NULL
"85353","25","23779","16",NULL,NULL
"85364","27","23780","1700",NULL,"1"
"85365","25","23780","789",NULL,NULL
"85366","316","23780","1741",NULL,NULL
"85367","316","23780","4503",NULL,NULL
"85394","27","23769","1700",NULL,"1"
"85397","27","23278","1700",NULL,"1"
"85398","27","23278","5180",NULL,"1"
"85399","25","23278","1925",NULL,NULL
"85400","316","23278","1747",NULL,NULL
"85407","27","23791","1700",NULL,"1"
"85408","316","23791","1747",NULL,NULL
"85444","27","23804","1700",NULL,"1"
"85445","27","23804","1739",NULL,"1"
"85446","25","23804","1740",NULL,NULL
"85447","316","23804","1747",NULL,NULL
"85454","27","23807","1700",NULL,"1"
"85455","27","23807","1745",NULL,"1"
"85456","25","23807","574",NULL,NULL
"85457","316","23807","1747",NULL,NULL
"85478","27","23811","1700",NULL,"1"
"85479","25","23811","5329",NULL,NULL
"85484","27","23813","1700",NULL,"1"
"85485","25","23813","5329",NULL,NULL
"85493","27","23814","1700",NULL,"1"
"85494","27","23815","1700",NULL,"1"
"85496","27","23816","1700",NULL,"1"
"85498","27","23817","1700",NULL,"1"
"85499","27","23818","1700",NULL,"1"
"85500","25","23818","5329",NULL,NULL
"85574","27","21722","4936",NULL,"1"
"85577","27","21723","4938",NULL,"1"
"85578","27","21723","1642",NULL,"1"
"85579","25","21723","606",NULL,NULL
"85585","27","21727","4936",NULL,"1"
"85590","27","21787","4936",NULL,"1"
"85591","25","21787","740",NULL,NULL
"85592","27","21788","4938",NULL,"1"
"85593","27","21788","4945",NULL,"1"
"85594","25","21788","1886",NULL,NULL
"85603","27","21819","4936",NULL,"1"
"85604","27","21792","4936",NULL,"1"
"85605","27","21828","4936",NULL,"1"
"85649","27","21952","4989",NULL,"1"
"85650","27","21952","4936",NULL,"1"
"85661","27","23847","5337",NULL,"1"
"85662","27","23847","1700",NULL,"1"
"85663","25","23847","3794",NULL,NULL
"85664","333","23847","5337",NULL,NULL
"85665","333","23847","1700",NULL,NULL
"85667","27","21964","4946",NULL,"1"
"85668","27","21964","1642",NULL,"1"
"85669","27","21964","4936",NULL,"1"
"85670","25","21964","634",NULL,NULL
"85671","393","21964","4716",NULL,NULL
"85717","27","22859","4945",NULL,"1"
"85718","27","22859","5135",NULL,"1"
"85719","27","22859","4936",NULL,"1"
"85736","27","23866","1700",NULL,"1"
"85737","316","23866","1747",NULL,NULL
"85738","25","23866","949",NULL,NULL
"85748","27","23869","1700",NULL,"1"
"85767","27","23877","5346",NULL,"1"
"85768","27","23877","1700",NULL,"1"
"85769","25","23877","4087",NULL,NULL
"85784","27","23878","5348",NULL,"1"
"85785","27","23878","5198",NULL,"1"
"85786","27","23878","1700",NULL,"1"
"85787","25","23878","4087",NULL,NULL
"85788","84","23878","5225",NULL,NULL
"85789","316","23878","447",NULL,NULL
"85790","316","23878","1700",NULL,NULL
"85869","27","23892","1700",NULL,"1"
"85880","27","23896","98",NULL,"1"
"85881","27","23896","5207",NULL,"1"
"85882","27","23896","1700",NULL,"1"
"85883","25","23896","949",NULL,NULL
"85884","316","23896","5148",NULL,NULL
"85885","329","23896","5352",NULL,NULL
"85889","27","23897","1700",NULL,"1"
"85897","27","23901","1700",NULL,"1"
"85898","27","23901","5207",NULL,"1"
"85899","25","23901","1925",NULL,NULL
"85949","27","12405","2479",NULL,"1"
"85950","25","12405","36",NULL,NULL
"85951","316","12405","5355",NULL,NULL
"85952","27","12293","2479",NULL,"1"
"85953","25","12293","2914",NULL,NULL
"85954","84","12293","5355",NULL,NULL
"85955","27","12751","1627",NULL,"1"
"85956","27","12751","118",NULL,"1"
"85957","25","12751","88",NULL,NULL
"85958","84","12751","3158",NULL,NULL
"85959","316","12751","5355",NULL,NULL
"85960","27","21443","3158",NULL,"1"
"85961","27","21443","118",NULL,"1"
"85962","27","21443","1627",NULL,"1"
"85963","316","21443","5355",NULL,NULL
"85964","27","15155","151","1","1"
"85965","25","15155","36","3",NULL
"85966","317","15155","3726","2",NULL
"86012","27","23915","5358",NULL,"1"
"86013","27","23915","1700",NULL,"1"
"86014","25","23915","4367",NULL,NULL
"86015","25","23915","1925",NULL,NULL
"86016","316","23915","5153",NULL,NULL
"86017","316","23915","5148",NULL,NULL
"86018","316","23915","5147",NULL,NULL
"86025","27","23916","5146",NULL,"1"
"86026","27","23916","1700",NULL,"1"
"86027","25","23916","1925",NULL,NULL
"86028","316","23916","5147",NULL,NULL
"86029","316","23916","5355",NULL,NULL
"86044","27","23918","4936",NULL,"1"
"86045","25","23918","1902",NULL,NULL
"86055","27","23920","4936",NULL,"1"
"86056","25","23920","2447",NULL,NULL
"86063","27","23923","4936",NULL,"1"
"86064","25","23923","2447",NULL,NULL
"86070","27","23927","1700",NULL,"1"
"86071","25","23927","4087",NULL,NULL
"86072","27","23926","4936",NULL,"1"
"86073","25","23926","2447",NULL,NULL
"86080","27","23930","4936",NULL,"1"
"86081","25","23930","2447",NULL,NULL
"86101","25","23933","36",NULL,NULL
"86102","316","23933","5363",NULL,NULL
"86103","316","23933","5361",NULL,NULL
"86104","317","23933","5362",NULL,NULL
"86105","333","23933","1700",NULL,NULL
"86113","27","23932","4936",NULL,"1"
"86114","25","23932","2447",NULL,NULL
"86122","27","23935","4936",NULL,"1"
"86123","25","23935","2447",NULL,NULL
"86124","27","23936","4936",NULL,"1"
"86125","25","23936","2447",NULL,NULL
"86128","27","23938","4936",NULL,"1"
"86129","25","23938","2447",NULL,NULL
"86132","27","23939","4936",NULL,"1"
"86133","25","23939","2447",NULL,NULL
"86135","27","23941","4936",NULL,"1"
"86136","25","23941","2447",NULL,NULL
"86139","27","23943","4936",NULL,"1"
"86140","25","23943","2447",NULL,NULL
"86178","27","23947","4936",NULL,"1"
"86179","25","23947","1911",NULL,NULL
"86180","25","23947","2447",NULL,NULL
"86189","27","23946","4936",NULL,"1"
"86190","25","23946","1911",NULL,NULL
"86191","25","23946","2447",NULL,NULL
"86201","27","23951","4936",NULL,"1"
"86202","25","23951","1911",NULL,NULL
"86203","25","23951","2447",NULL,NULL
"86208","27","23948","5146",NULL,"1"
"86209","27","23948","1700",NULL,"1"
"86210","25","23948","1925",NULL,NULL
"86211","316","23948","5371",NULL,NULL
"86212","316","23948","5355",NULL,NULL
"86213","316","23948","5147",NULL,NULL
"86214","316","23948","5146",NULL,NULL
"86233","27","23957","3080",NULL,"1"
"86251","27","23894","5353",NULL,"1"
"86252","27","23894","1700",NULL,"1"
"86253","25","23894","789",NULL,NULL
"86254","316","23894","1747",NULL,NULL
"86263","27","23961","1700",NULL,"1"
"86264","27","23963","5377",NULL,"1"
"86265","27","23963","5193",NULL,"1"
"86266","27","23963","1700",NULL,"1"
"86267","316","23963","1747",NULL,NULL
"86268","25","23963","30",NULL,NULL
"86269","393","23963","4735",NULL,NULL
"86276","27","23964","5193",NULL,"1"
"86277","27","23964","1700",NULL,"1"
"86278","316","23964","1747",NULL,NULL
"86279","316","23964","3961",NULL,NULL
"86280","25","23964","30",NULL,NULL
"86281","393","23964","4735",NULL,NULL
"86293","27","23955","5146",NULL,"1"
"86294","27","23955","1700",NULL,"1"
"86295","25","23955","1925",NULL,NULL
"86301","27","23968","5207",NULL,"1"
"86302","27","23968","1700",NULL,"1"
"86303","25","23968","1925",NULL,NULL
"86304","316","23968","3643",NULL,NULL
"86305","316","23968","2421",NULL,NULL
"86317","27","23974","5336",NULL,"1"
"86318","27","23974","1700",NULL,"1"
"86319","317","23974","5378",NULL,NULL
"86323","27","23975","5336",NULL,"1"
"86324","27","23975","1700",NULL,"1"
"86325","317","23975","5379",NULL,NULL
"86347","27","23978","1700",NULL,"1"
"86354","27","23981","1700",NULL,"1"
"86362","27","23984","1700",NULL,"1"
"86364","27","23986","1700",NULL,"1"
"86367","27","23987","1700",NULL,"1"
"86368","27","23988","1700",NULL,"1"
"86381","27","23993","5387",NULL,"1"
"86382","25","23993","5388",NULL,NULL
"86385","27","23995","1700",NULL,"1"
"86440","27","24000","1700",NULL,"1"
"86441","25","24000","949",NULL,NULL
"86442","316","24000","1747",NULL,NULL
"86443","316","24000","3357",NULL,NULL
"86444","393","24000","4735",NULL,NULL
"86445","27","23997","5193",NULL,"1"
"86446","27","23997","1700",NULL,"1"
"86447","25","23997","5392",NULL,NULL
"86448","316","23997","3671",NULL,NULL
"86449","393","23997","4735",NULL,NULL
"86450","27","23999","5193",NULL,"1"
"86451","27","23999","1700",NULL,"1"
"86452","25","23999","949",NULL,NULL
"86453","316","23999","3671",NULL,NULL
"86454","393","23999","4735",NULL,NULL
"86457","27","24003","1700",NULL,"1"
"86458","316","24003","5395",NULL,NULL
"86459","316","24003","3357",NULL,NULL
"86460","25","24003","949",NULL,NULL
"86461","393","24003","4735",NULL,NULL
"86466","27","19419","1627",NULL,"1"
"86467","27","19419","1630",NULL,"1"
"86471","27","19568","1630",NULL,"1"
"86472","27","19568","1627",NULL,"1"
"86473","84","19568","3121",NULL,NULL
"86475","27","19625","2452",NULL,"1"
"86477","27","20028","1627",NULL,"1"
"86479","27","24005","1700",NULL,"1"
"86487","27","24012","4936",NULL,"1"
"86488","25","24012","2447",NULL,NULL
"86489","316","24012","3148",NULL,NULL
"86490","27","24013","4936",NULL,"1"
"86491","25","24013","2447",NULL,NULL
"86492","316","24013","5399",NULL,NULL
"86496","27","24015","4936",NULL,"1"
"86497","25","24015","2447",NULL,NULL
"86498","316","24015","5400",NULL,NULL
"86499","27","24017","4936",NULL,"1"
"86500","25","24017","2447",NULL,NULL
"86501","316","24017","5401",NULL,NULL
"86502","27","24018","4936",NULL,"1"
"86503","25","24018","2447",NULL,NULL
"86504","316","24018","5402",NULL,NULL
"86505","27","24016","1700",NULL,"1"
"86514","27","24011","5398",NULL,"1"
"86515","27","24011","1700",NULL,"1"
"86516","25","24011","5329",NULL,NULL
"86517","27","24019","1700",NULL,"1"
"86525","27","24025","5156",NULL,"1"
"86526","27","24025","1700",NULL,"1"
"86527","316","24025","5406",NULL,NULL
"86528","25","24025","1925",NULL,NULL
"86559","27","24022","1700",NULL,"1"
"86583","27","24041","1642",NULL,"1"
"86584","27","24041","4936",NULL,"1"
"86592","27","24043","1700",NULL,"1"
"86593","25","24043","5214",NULL,NULL
"86594","27","24044","4936",NULL,"1"
"86596","27","24046","5411",NULL,"1"
"86597","27","24046","1642",NULL,"1"
"86598","27","24046","4936",NULL,"1"
"86599","316","24046","5410",NULL,NULL
"86601","27","24047","1642",NULL,"1"
"86602","27","24047","4938",NULL,"1"
"86603","27","24049","1642",NULL,"1"
"86604","27","24049","4936",NULL,"1"
"86605","316","24049","3357",NULL,NULL
"86606","27","24052","1642",NULL,"1"
"86607","27","24052","4938",NULL,"1"
"86608","316","24052","3929",NULL,NULL
"86636","27","24057","5193",NULL,"1"
"86637","27","24057","5199",NULL,"1"
"86638","27","24057","5415",NULL,"1"
"86639","27","24057","1700",NULL,"1"
"86640","25","24057","5169",NULL,NULL
"86641","25","24057","1925",NULL,NULL
"86642","316","24057","5416",NULL,NULL
"86648","27","24027","5164",NULL,"1"
"86649","27","24027","1700",NULL,"1"
"86707","27","23130","5220",NULL,"1"
"86708","27","23130","1700",NULL,"1"
"86733","27","24076","5424",NULL,"1"
"86734","27","24076","1700",NULL,"1"
"86735","25","24076","5425",NULL,NULL
"86742","27","24077","5198",NULL,"1"
"86743","27","24077","1700",NULL,"1"
"86750","27","24078","5199",NULL,"1"
"86751","27","24078","5415",NULL,"1"
"86752","27","24078","1700",NULL,"1"
"86753","25","24078","5169",NULL,NULL
"86754","316","24078","5416",NULL,NULL
"86755","343","24078","5397",NULL,NULL
"86759","27","24079","1700",NULL,"1"
"86760","316","24079","5416",NULL,NULL
"86761","343","24079","5397",NULL,NULL
"86767","27","24080","5193",NULL,"1"
"86768","27","24080","1700",NULL,"1"
"86769","25","24080","1925",NULL,NULL
"86770","316","24080","5416",NULL,NULL
"86771","343","24080","5397",NULL,NULL
"86796","27","24086","1700",NULL,"1"
"86963","27","24032","1642",NULL,"1"
"86964","27","24032","4938",NULL,"1"
"86965","25","24032","88",NULL,NULL
"86966","316","24032","3929",NULL,NULL
"86967","27","24035","1642",NULL,"1"
"86968","27","24035","4938",NULL,"1"
"86969","25","24035","1925",NULL,NULL
"86970","316","24035","1747",NULL,NULL
"86971","27","24037","1642",NULL,"1"
"86972","27","24037","4936",NULL,"1"
"86973","25","24037","1894",NULL,NULL
"86974","27","24036","1642",NULL,"1"
"86975","27","24036","4936",NULL,"1"
"86976","316","24036","3929",NULL,NULL
"86977","27","24040","1642",NULL,"1"
"86978","27","24040","4936",NULL,"1"
"86979","25","24040","1907",NULL,NULL
"86980","316","24040","1642",NULL,NULL
"86981","316","24040","3929",NULL,NULL
"87031","27","21715","4938",NULL,"1"
"87032","27","21715","1642",NULL,"1"
"87033","25","21715","1925",NULL,NULL
"87034","316","21715","3929",NULL,NULL
"87040","27","22864","5137",NULL,"1"
"87041","27","22864","1642",NULL,"1"
"87042","27","22864","4938",NULL,"1"
"87043","27","24060","5144",NULL,"1"
"87044","27","24060","4945",NULL,"1"
"87045","27","24060","1642",NULL,"1"
"87046","27","24060","4938",NULL,"1"
"87047","25","24060","1925",NULL,NULL
"87048","84","24060","5443",NULL,NULL
"87049","27","24061","5144",NULL,"1"
"87050","27","24061","4945",NULL,"1"
"87051","27","24061","1642",NULL,"1"
"87052","27","24061","4938",NULL,"1"
"87053","25","24061","1925",NULL,NULL
"87054","84","24061","5443",NULL,NULL
"87061","27","24099","5367",NULL,"1"
"87062","27","24099","5446",NULL,"1"
"87063","27","24099","2970",NULL,"1"
"87064","27","24099","1700","1","1"
"87065","316","24099","3742",NULL,NULL
"87066","316","24099","5370",NULL,NULL
"87067","25","24099","3367",NULL,NULL
"87080","27","23945","3782",NULL,"1"
"87081","27","23945","3743",NULL,"1"
"87082","27","23945","1700",NULL,"1"
"87083","25","23945","3747",NULL,NULL
"87084","25","23945","4367",NULL,NULL
"87085","316","23945","3742",NULL,NULL
"87092","27","23949","3744",NULL,"1"
"87093","27","23949","5429",NULL,"1"
"87094","27","23949","3743",NULL,"1"
"87095","27","23949","1700",NULL,"1"
"87096","27","23949","5431",NULL,"1"
"87097","27","23949","5303",NULL,"1"
"87098","27","23949","5430",NULL,"1"
"87099","27","23949","1854",NULL,"1"
"87100","27","23949","3746",NULL,"1"
"87101","27","23949","3745",NULL,"1"
"87102","25","23949","3747",NULL,NULL
"87103","316","23949","3742",NULL,NULL
"87104","316","23949","3781",NULL,NULL
"87109","27","24089","3900",NULL,"1"
"87110","27","24089","5434",NULL,"1"
"87111","27","24089","5195",NULL,"1"
"87112","27","24089","5433",NULL,"1"
"87113","27","24089","5431",NULL,"1"
"87114","27","24089","5432",NULL,"1"
"87115","27","24089","3743",NULL,"1"
"87116","27","24089","1700",NULL,"1"
"87117","25","24089","3747",NULL,NULL
"87118","316","24089","5370",NULL,NULL
"87119","316","24089","3742",NULL,NULL
"87131","27","24091","5212",NULL,"1"
"87132","27","24091","5437",NULL,"1"
"87133","27","24091","5436",NULL,"1"
"87134","27","24091","1700",NULL,"1"
"87135","25","24091","3747",NULL,NULL
"87136","316","24091","5370",NULL,NULL
"87137","316","24091","5437",NULL,NULL
"87138","316","24091","1747",NULL,NULL
"87139","316","24091","3742",NULL,NULL
"87140","27","24092","5440",NULL,"1"
"87141","27","24092","5199",NULL,"1"
"87142","27","24092","2954",NULL,"1"
"87143","27","24092","5438",NULL,"1"
"87144","27","24092","1700",NULL,"1"
"87145","25","24092","3747",NULL,NULL
"87146","316","24092","5370",NULL,NULL
"87147","316","24092","2954",NULL,NULL
"87148","316","24092","3742",NULL,NULL
"87149","27","24095","1700","1","1"
"87150","27","24095","5370",NULL,"1"
"87151","27","24095","5415",NULL,"1"
"87152","27","24095","5442",NULL,"1"
"87153","27","24095","5285",NULL,"1"
"87154","25","24095","3747",NULL,NULL
"87155","316","24095","3742",NULL,NULL
"87156","316","24095","3781",NULL,NULL
"87157","27","24100","1642",NULL,"1"
"87158","27","24100","4945",NULL,"1"
"87159","27","24100","4938",NULL,"1"
"87160","84","24100","5443",NULL,NULL
"87161","25","24100","1925",NULL,NULL
"87169","27","24102","1642",NULL,"1"
"87170","27","24102","4945",NULL,"1"
"87171","27","24102","4938",NULL,"1"
"87172","25","24102","1925",NULL,NULL
"87173","316","24102","3929",NULL,NULL
"87174","27","24101","5212",NULL,"1"
"87175","27","24101","1700",NULL,"1"
"87179","27","24104","4938",NULL,"1"
"87180","25","24104","88",NULL,NULL
"87181","84","24104","4722",NULL,NULL
"87182","27","24106","4938",NULL,"1"
"87183","25","24106","88",NULL,NULL
"87184","84","24106","4722",NULL,NULL
"87185","316","24106","5447",NULL,NULL
"87192","27","23952","5195",NULL,"1"
"87193","27","23952","1700",NULL,"1"
"87194","25","23952","36",NULL,NULL
"87195","316","23952","1747",NULL,NULL
"87208","27","24112","1700",NULL,"1"
"87226","27","24116","1700",NULL,"1"
"87227","27","24117","1642",NULL,"1"
"87228","27","24117","4936",NULL,"1"
"87229","25","24117","5454",NULL,NULL
"87235","27","24118","1642",NULL,"1"
"87236","27","24118","4936",NULL,"1"
"87237","84","24118","5443",NULL,NULL
"87241","27","24120","4936",NULL,"1"
"87242","316","24120","3643",NULL,NULL
"87247","27","23427","1630",NULL,"1"
"87309","27","23795","1700",NULL,"1"
"87310","27","23797","1700",NULL,"1"
"87311","27","23797","1752",NULL,"1"
"87312","25","23797","574",NULL,NULL
"87313","27","23799","1700",NULL,"1"
"87314","27","23799","1745",NULL,"1"
"87315","25","23799","574",NULL,NULL
"87316","316","23799","1747",NULL,NULL
"87324","27","21036","1627",NULL,"1"
"87325","27","15136","151",NULL,"1"
"87326","25","15136","12",NULL,NULL
"87327","27","18451","2620","2","1"
"87328","27","18451","1627","1","1"
"87329","25","18451","89","3",NULL
"87330","316","18451","2521","3",NULL
"87331","27","14477","1627",NULL,"1"
"87332","27","14477","1630",NULL,"1"
"87333","27","18741","1627",NULL,"1"
"87334","332","18741","1627",NULL,NULL
"87335","27","20008","1627",NULL,"1"
"87336","27","2322","556",NULL,"1"
"87337","25","2322","622",NULL,NULL
"87338","27","2379","556",NULL,"1"
"87339","25","2379","605",NULL,NULL
"87340","27","2455","556",NULL,"1"
"87341","25","2455","15",NULL,NULL
"87342","85","2455","569",NULL,NULL
"87343","27","2320","556",NULL,"1"
"87344","25","2320","606",NULL,NULL
"87345","84","2320","582",NULL,NULL
"87346","27","2321","556",NULL,"1"
"87347","25","2321","89",NULL,NULL
"87348","27","2302","556",NULL,"1"
"87349","25","2302","634",NULL,NULL
"87350","27","2444","556",NULL,"1"
"87351","25","2444","622",NULL,NULL
"87352","27","2463","556",NULL,"1"
"87353","25","2463","726",NULL,NULL
"87354","85","2463","569",NULL,NULL
"87355","27","2380","556",NULL,"1"
"87356","25","2380","606",NULL,NULL
"87357","27","2377","556",NULL,"1"
"87358","25","2377","89",NULL,NULL
"87361","27","365","1",NULL,"1"
"87362","27","366","1",NULL,"1"
"87363","27","353","1",NULL,"1"
"87365","27","320","1",NULL,"1"
"87366","84","320","35",NULL,NULL
"87367","27","334","1",NULL,"1"
"87368","25","334","12",NULL,NULL
"87369","27","22326","4936",NULL,"1"
"87370","25","22326","634",NULL,NULL
"87371","27","41","1",NULL,"1"
"87372","27","584","1",NULL,"1"
"87373","25","584","62",NULL,NULL
"87374","85","584","62",NULL,NULL
"87375","27","17784","151",NULL,"1"
"87376","27","360","1",NULL,"1"
"87377","27","489","1",NULL,"1"
"87378","27","9815","2280",NULL,"1"
"87382","27","99","1",NULL,"1"
"87383","27","17787","151",NULL,"1"
"87384","27","17786","151",NULL,"1"
"87388","27","15436","1854",NULL,"1"
"87389","27","19790","1627",NULL,"1"
"87390","27","19788","1627",NULL,"1"
"87391","27","15088","151",NULL,"1"
"87393","27","20459","1627",NULL,"1"
"87394","27","13230","2983",NULL,"1"
"87395","27","13230","1769",NULL,"1"
"87396","27","13230","1726",NULL,"1"
"87397","27","13230","1725",NULL,"1"
"87398","25","13230","1718",NULL,NULL
"87399","27","13089","2983",NULL,"1"
"87400","27","13089","1769",NULL,"1"
"87401","27","13089","1726",NULL,"1"
"87402","25","13089","1728",NULL,NULL
"87403","27","19960","2443",NULL,"1"
"87404","27","19960","1627",NULL,"1"
"87406","27","20421","1627",NULL,"1"
"87409","27","3310","681",NULL,"1"
"87410","85","3310","716",NULL,NULL
"87411","27","15468","1700",NULL,"1"
"87412","27","15468","1854",NULL,"1"
"87417","27","11027","2337",NULL,"1"
"87418","27","11027","2588",NULL,"1"
"87421","27","23921","1700",NULL,"1"
"87422","27","9760","2280",NULL,"1"
"87423","27","13959","151","1","1"
"87424","316","13959","2346","2",NULL
"87425","25","13959","1618","3",NULL
"87426","27","12752","1627",NULL,"1"
"87427","27","6768","1630",NULL,"1"
"87428","27","13247","1726",NULL,"1"
"87429","27","13247","1769",NULL,"1"
"87430","27","13247","2983",NULL,"1"
"87431","27","15451","1854",NULL,"1"
"87433","27","4139","951",NULL,"1"
"87434","27","15198","1854",NULL,"1"
"87435","27","21949","4936",NULL,"1"
"87436","27","16830","3914",NULL,"1"
"87440","27","23872","1700",NULL,"1"
"87441","27","16940","3914",NULL,"1"
"87442","27","15808","3914",NULL,"1"
"87463","27","24145","1700",NULL,"1"
"87495","27","24135","1630",NULL,"1"
"87499","27","24148","1700",NULL,"1"
"87537","27","24153","1700","1","1"
"87538","316","24153","1747",NULL,NULL
"87539","25","24153","606",NULL,NULL
"87591","27","24162","5198","3","1"
"87592","27","24162","5177","2","1"
"87593","27","24162","1700","1","1"
"87594","25","24162","3794","3",NULL
"87597","27","24163","1700","1","1"
"87598","332","24163","5160",NULL,NULL
"87600","27","24160","1700",NULL,"1"
"87603","27","24164","1700",NULL,"1"
"87605","27","24165","1700",NULL,"1"
"87610","27","24166","5151","2","1"
"87611","27","24166","1700","1","1"
"87612","25","24166","5459",NULL,NULL
"87613","25","24166","3794",NULL,NULL
"87615","27","24167","1700",NULL,"1"
"87619","27","24114","1700",NULL,"1"
"87637","27","24170","5198","3","1"
"87638","27","24170","5151","2","1"
"87639","27","24170","1700","1","1"
"87640","25","24170","1099",NULL,NULL
"87641","316","24170","1747","4",NULL
"87669","27","24175","1630",NULL,"1"
"87670","27","24176","5282",NULL,"1"
"87671","27","24176","1917",NULL,"1"
"87672","27","24176","1630",NULL,"1"
"87673","27","24177","1630",NULL,"1"
"87674","27","24178","5456",NULL,"1"
"87675","27","24178","1630",NULL,"1"
"87676","316","24178","5458",NULL,NULL
"87678","27","24179","1630",NULL,"1"
"87681","27","24180","36",NULL,"1"
"87682","27","24180","1630",NULL,"1"
"87687","27","24182","1630",NULL,"1"
"87688","27","24183","1630",NULL,"1"
"87689","27","24181","1917",NULL,"1"
"87690","27","24181","1630",NULL,"1"
"87691","25","24181","1632",NULL,NULL
"87701","27","24186","1700",NULL,"1"
"87704","27","24185","1745",NULL,"1"
"87705","27","24185","1700",NULL,"1"
"87706","25","24185","5169",NULL,NULL
"87707","316","24185","1747",NULL,NULL
"87708","27","24187","1700",NULL,"1"
"87724","27","24191","5175",NULL,"1"
"87725","27","24191","1700",NULL,"1"
"87726","27","24191","5177",NULL,"1"
"87727","27","24190","1700",NULL,"1"
"87728","27","24189","1700",NULL,"1"
"87729","27","24193","1700",NULL,"1"
"87730","316","24193","1747",NULL,NULL
"87731","25","24193","3985",NULL,NULL
"87732","27","24194","1700",NULL,"1"
"87735","27","24195","1700",NULL,"1"
"87736","27","24195","5464",NULL,"1"
"87737","27","24196","1700",NULL,"1"
"87739","27","24197","1700",NULL,"1"
"87740","27","24173","5195","2","1"
"87741","27","24173","1700","1","1"
"87742","317","24173",NULL,"3",NULL
"87744","27","24198","1700",NULL,"1"
"87761","27","24203","1700",NULL,"1"
"87762","27","24203","5230",NULL,"1"
"87763","25","24203","5466",NULL,NULL
"87764","316","24203","1747",NULL,NULL
"87778","27","24206","1700",NULL,"1"
"87782","27","24208","1700",NULL,"1"
"87783","25","24208","5466",NULL,NULL
"87784","316","24208","1747",NULL,NULL
"87790","27","24209","1700",NULL,"1"
"87791","27","24209","5151",NULL,"1"
"87794","27","24210","1700",NULL,"1"
"87795","27","24210","5151",NULL,"1"
"87796","316","24210","1747",NULL,NULL
